review_id,date,rating,text,version,device,language,language_name,country
6096d180-171c-4b41-8aa8-76f02455bb2b,2025-05-06,1,로그인은 툭하면 풀리고..페이지 로딩은 이놈만 계속 무한 로딩..삼성인터넷 브라우저랑 크롬은 바로 열리는데..장단점이 있어서 엣지 브라우저쓰는데 진짜 속 천불나서 못쓸지경,135.0.3179.85,android-all,ko,Korean,
61e26745-4396-4c56-85e1-c7a07726e368,2025-05-06,4,j'aime bien j'utilise sur tout mais appareils ordinateur et téléphone et les mise à jour son cool sur ordinateur avec copilote je vous conseille.,135.0.3179.85,android-all,fr,French,
62b7b552-a1e1-46e7-a09f-8de005035d4e,2025-05-06,5,Simplismente perfeito.,135.0.3179.85,android-all,pt,Portuguese,
6d309977-a348-4c84-918d-1406ace9a03e,2025-05-06,2,experience on Android Tablet not that great. Tabs and url bar never work well on Galaxy Tab 10,135.0.3179.85,android-all,en,English,
6d79bfda-e654-46aa-94a8-36cd3288e42a,2025-05-06,5,5 star,135.0.3179.85,android-all,en,English,
709b5c8e-6941-438a-829d-3061dbd788f4,2025-05-06,5,excelente navegador y muy seguro.,135.0.3179.98,android-all,es,Spanish,
7892c0ae-d611-4245-9295-b26f02b123c8,2025-05-06,5,good,135.0.3179.85,android-all,en,English,
7d293289-ce8b-491a-bcb1-de2f1c424747,2025-05-06,5,Boa versatilidade na navegação.,135.0.3179.85,android-all,pt,Portuguese,
7e0a0af4-5823-458c-8596-82846ecab095,2025-05-06,1,maskara na komputerze nie da się tego używać. a co dopiero na urządzeniach mobilnych. nie ważne czy nazwya się edge czy Explorer i tak to będzie przegladarka która służy wyłącznie do pobrania Chrome na komputerach,,android-all,pl,Polish,
839cb257-d935-4d7a-93ea-0674e77ce5b4,2025-05-06,5,It's the best,135.0.3179.98,android-all,en,English,
891d3d69-a1ff-41f2-8c96-5ef88ba3d817,2025-05-06,5,Great 💯👍,135.0.3179.85,android-all,en,English,
991dbea0-f81d-4c77-bf17-822b1474d16c,2025-05-06,5,GOOD.,,android-all,en,English,
9b016c94-a7c0-4822-9711-00834cbe5b11,2025-05-06,4,Show!,135.0.3179.98,android-all,en,English,
a3b2497c-b79c-4114-bf00-e2326a9bc45e,2025-05-06,5,"Ótimo, só falta ter opção de colocar a barra de ferramentas pra cima",136.0.3240.50,android-all,pt,Portuguese,
a67c0c59-81ef-4c3f-80bb-6589dd9734f1,2025-05-06,1,Fix the download tab,135.0.3179.85,android-all,en,English,
a7a704cb-e717-491f-9fe8-f08391002408,2025-05-06,5,好用,135.0.3179.85,android-all,zh,Chinese,
aa69801f-fc49-4475-ad6d-9a2e5c676bea,2025-05-06,5,easy-to-use and secure,135.0.3179.85,android-all,en,English,
aca9048a-d931-436d-b9f9-b7a6096797be,2025-05-06,5,Es muy buena aplicación para obtener monedas de juegos como robux y también te sirve para dar una búsqueda bien buena 🫠😎,135.0.3179.85,android-all,es,Spanish,
acc784ef-6f08-4871-b2a1-bc6c57734ae2,2025-05-06,5,Good,135.0.3179.85,android-all,en,English,
b0010dc2-06bb-43f8-935a-42a6d3359b5b,2025-05-06,1,"1. It doesn't stay in the background for long compared to other browsers. It reloads the page quite often, which could be very annoying. 2. Background playback feature is a must. 3. A quick way to bookmark or delete the bookmark from the page itself would be a nice feature. Edit: I noticed a basic and crucial feature missing, which is to open multiple bookmarks. Edit: Forget features; could you please make it more stable? It crashes every time I open an incognito tab.",135.0.3179.98,android-all,en,English,
b3b5437f-3941-4d3c-8b82-f54def9a9fac,2025-05-06,5,it is very good,135.0.3179.85,android-all,en,English,
b6f7c6a9-89e8-437e-b612-75b140f7d73e,2025-05-06,5,Best,,android-all,en,English,
b8463e3d-e8d6-42bd-9eb9-d1898dccf816,2025-05-06,1,O navegador simplesmente não deixa eu entrar na minha conta. Ao digitar os detalhes de login automaticamente me joga pra uma tela de erro com umas letras pequenas que mal dá pra ler.,135.0.3179.85,android-all,pt,Portuguese,
be5499a5-2e37-4c1b-8ea3-4605514b1b25,2025-05-06,2,"não há opção de salvar pdf em vários formatos, como faz o Opera.",,android-all,pt,Portuguese,
c4d6a3ee-1c7e-4f3d-93ab-c1c5d44f0f22,2025-05-06,3,network issue while downloading a document is worst for me even the speed of net is enough to download a small file about 80kb plz resolve this issue,135.0.3179.85,android-all,en,English,
cab32b17-8d31-4639-a5d3-a9456f8ba1a0,2025-05-06,5,é óptimo,131.0.2903.145,android-all,pt,Portuguese,
d32558f9-2b3e-403e-8251-1b0fddde131e,2025-05-06,1,"EDIT yes I'm using the dark theme Address Bar Disappears - ever since the update that moved the address Bar to the bottom of the screen it randomly disappears and won't come back until you restart the browser. lots of users reporting this issue in MSFT forums and reddit, still not fix from MSFT.",135.0.3179.98,android-all,en,English,
d9f30ba8-7cb1-4927-9dff-3b3d5bd7e943,2025-05-06,3,The browser won't open my keyboard if I try and put a username into a login portal if I have another username/password combo saved in the password manager for that website.,135.0.3179.85,android-all,en,English,
db541a12-5dba-4549-b9a9-44d5bf045952,2025-05-06,5,j'aime c'est productif,135.0.3179.85,android-all,fr,French,
dc34f824-ed03-40e8-ad62-7e1319fc23d5,2025-05-06,5,it's great,135.0.3179.85,android-all,en,English,
df37d406-1e7b-41fb-935b-5610b0b3a72b,2025-05-06,4,nice browser i honestly think people sleep over how far Microsoft edge has come but this falla is a bit heavy so try to work on that and optimise it over all a very good browser 4*,135.0.3179.85,android-all,en,English,
e391ecce-8172-4944-b497-1678ff3cd62c,2025-05-06,5,awesome,134.0.3124.105,android-all,en,English,
ea0961f8-2f32-4e99-9f8d-935ca44f62ef,2025-05-06,5,all features are excellent but tab groups not update in app,135.0.3179.98,android-all,en,English,
efb3ffa0-1418-40f1-956b-9b81c7f6f6bf,2025-05-06,4,a veces se traba,,android-all,es,Spanish,
f25c9ea6-1097-4cdf-9ed3-07f2a89ea43f,2025-05-06,5,muy buena,,android-all,es,Spanish,
f4f03018-a680-4a08-8cae-d18eb8af9673,2025-05-06,5,love it,135.0.3179.85,android-all,en,English,
f6efde05-8597-4155-b28f-8ff9145bbd7b,2025-05-06,1,进tabs的时候自动跳到最上面，想要进同一个组的其他标签页又要重新翻而且这个bug已经很久了,135.0.3179.85,android-all,zh,Chinese,
f7463dd4-58d5-47ba-ba32-01c98834c765,2025-05-06,4,"edge is just more than nice , it's convenient browser ever used",135.0.3179.85,android-all,en,English,
f768570c-5a91-4c2a-9eda-53ea746a662d,2025-05-06,5,"Great browser! Edge for Android has made great strides since its introduction. It's fast, clean, and customizable. Love the menu and search at the bottom. For lefties, an option to reorder or flip the bottom row (back, forward, new tab...) would be nice.",135.0.3179.85,android-all,en,English,
f90670d0-3409-4cd3-84e1-26e4b6d9cc1c,2025-05-06,5,É um dos melhores com certeza!,135.0.3179.85,android-all,pt,Portuguese,
ff28c657-6dc8-4f26-91af-2e7d1d1253bc,2025-05-06,5,👍,135.0.3179.85,android-all,en,English,
ff895249-84e5-4e71-902f-e307fbd1569b,2025-05-06,5,"I have been using Microsoft Edge for a few months now. Its new features and AI tools make my work easier. Moreover, the new point-based rewards system encourages me to go through all the news, which helps me stay updated on business news and motivates me to browse and see the world.",,android-all,en,English,
01cd5797-3214-459f-a416-95686342d510,2025-05-05,4,Polo funkčný Copilot. Vždy mi na prvý pokus o súhrn vyhodí chybu.,135.0.3179.85,android-all,sk,Slovak,
08317c67-5ca6-4c71-afca-10a008650f4d,2025-05-05,5,todo es excelente. no tengo queja. muchas gracias,135.0.3179.98,android-all,es,Spanish,
13189248-bb29-4dbd-86d0-8f039b9f9f13,2025-05-05,1,Śmieci reklamowych puszcza taką samą ilość jak Chrome. Syf zajmujący niepotrzebnie miejsce i pamięć. Dodatkowo ściągający na użytkownika niebezpieczeństwo przekazania danych wrażliwych innym złodziejom...,135.0.3179.85,android-all,pl,Polish,
16a967b0-d94e-40a4-84d4-07f8873119a1,2025-05-05,4,主页快捷方式添加9个之后，想要再添加就要删除之前的。这存在两个不合理之处：1，主页有很大的空地方，不应该不能再添加快捷方式；2，如果出于某些考量不能添加了，那么就应该把添加按钮给删除，或者至少不应该继续摆在和之前一样的位置，给用户造成可以继续添加的错觉。希望尽快优化。,135.0.3179.85,android-all,zh,Chinese,
1e4f5c5a-56e6-4ff0-8a3e-8f7b992e3171,2025-05-05,4,un moteur de recherche qui a du répondant,135.0.3179.85,android-all,fr,French,
203a8ee6-3713-4daf-b2cb-f6cb5c7a45e2,2025-05-05,1,"Haven't used it for a while, so I reinstalled it, selected an account to sign in with, and opted for the one time code sign-in, but having switched to my email client to pick up the code, I found the browser had closed, making it impossible to sign in this way. So, for now, your browser's been uninstalled. Bye.",,android-all,en,English,
28a31fb1-ab95-4ccc-bea6-224d332d8b0a,2025-05-05,5,"gosto muito de usar o edge no Android, acho ele rápido e oferece várias maneiras de navegar de maneira segura",,android-all,pt,Portuguese,
2ba7766e-2adc-490c-80e5-5de60bebf440,2025-05-05,3,edge banner showing as top of the browser and it hides the top page. check and fix this issue.,135.0.3179.85,android-all,en,English,
2dde787a-cdff-4978-a6e2-5be0bdcc0839,2025-05-05,4,yes at least the best of the best of us get the car for sale near me and I am so happy about that one I hope everything goes smoothly with I go buy the car so wish me luck ArchieMiles ❤️ ss up.,,android-all,en,English,
2ed0ef04-b0cd-49c1-abf0-212c2b7bc885,2025-05-05,5,good,,android-all,en,English,
319c0a8c-f87c-4e63-ae18-568c19215acd,2025-05-05,4,Fast and efficient,135.0.3179.85,android-all,en,English,
4187ddc0-6324-43e6-a6b0-39936bcf99d6,2025-05-05,5,"unlike Google, Bing ranks my company well. Funny... Duck Duck, Freespoke, Firefox, Bing, Yahoo SEARCH... Finds me in top 5. Google puts me way down the list then calls relentlessly to sell me sponsored paid placement. I refuse.",135.0.3179.85,android-all,en,English,
42ea7f80-2222-4cd2-b6fe-7207ea0f9124,2025-05-05,5,неплохо бегает 👍,,android-all,ru,Russian,
46691f36-451c-427b-8385-f6f03c674f9d,2025-05-05,5,ma likely to get hacked,135.0.3179.85,android-all,en,English,
482121b9-9b27-4d1d-911a-bb647c51f918,2025-05-05,5,It's my default browser. I enjoy everything about it. I've even learned to enjoy the incorporation of Bing AI.,135.0.3179.98,android-all,en,English,
4c885d06-985a-49e6-bc41-300e0139236a,2025-05-05,1,this is not good app becouse he shering all tapye data to 3th party,,android-all,en,English,
53549ad5-c9c6-4fc5-a0fd-421de06222fa,2025-05-05,5,Enjoy This Best Browser!,135.0.3179.85,android-all,en,English,
54cf1c54-3b7d-4e11-8fdd-495f7c5e80c1,2025-05-05,5,ecxelente,135.0.3179.85,android-all,pt,Portuguese,
567851c5-366f-438a-af23-995f1f608890,2025-05-05,5,تصفح أمن,135.0.3179.85,android-all,ar,Arabic,
58be3b35-1405-493e-8823-8df19728fb82,2025-05-05,5,works fine,135.0.3179.85,android-all,en,English,
607f3ea9-e33e-453c-8f11-84080745888e,2025-05-05,5,Melhor navegador da atualidade. Já com bloqueio de anúncio. IA integrada e muito boa.. leve e rápido.. Mesmo baseado em Chromium é muito melhor que Chrome..,135.0.3179.85,android-all,pt,Portuguese,
62f0cb8f-dd4c-41fd-a513-dd63a33c78a1,2025-05-05,1,新版本ui整体不错。但是地址栏那个小锁头图标太碍事了。想复制网址或者输入文字，都是习惯点地址栏中间。结果那个锁头在中间。太不方便了。,135.0.3179.98,android-all,zh,Chinese,
65db4a50-e59d-4f66-bdf8-b9fadc1d942a,2025-05-05,5,je l aime,135.0.3179.85,android-all,fr,French,
680c4236-ddf3-4651-999d-4ee6999024c5,2025-05-05,5,top,135.0.3179.85,android-all,en,English,
69003fb4-84f7-4b64-947f-1ab30da57df8,2025-05-05,5,ОЧЕНЬ УДОБНОЕ ПРИЛОЖЕНИЕ!!!,,android-all,mk,Macedonian,
6995ed44-ded8-4b65-acb3-7a3bd1dd9bfb,2025-05-05,5,A great alternative to Google Chrome if you feel let down.,135.0.3179.85,android-all,en,English,
767b4196-b68a-4a4c-85a9-26416b6c5d2d,2025-05-05,5,Fast friendly service,135.0.3179.85,android-all,en,English,
7b30d207-c86f-4153-9336-66c501478240,2025-05-05,5,top pour moi,135.0.3179.98,android-all,fr,French,
7ca92ecc-2337-4267-a01c-de14af90bbd4,2025-05-05,5,W tej chwili chyba najlepsza przeglądarka ! Polecam .,135.0.3179.85,android-all,pl,Polish,
831a640f-6b65-4ab2-8487-6b693b9827ed,2025-05-05,4,"Pontos negativos: 1 - O navegador tem duas barras, diferente do Firefox e do Chrome. 2 - falta Ublock Origin. Pontos Positivos: 1 - Ótimo modo leitor 2 - modo de leitura assistida 3 - pelo menos tem a extensão ""I Dont Care about coockie.",135.0.3179.85,android-all,pt,Portuguese,
8571beff-77e4-4597-9d0c-9c1fa3c9bd3f,2025-05-05,5,App siêu hay,135.0.3179.85,android-all,vi,Vietnamese,
8bd46c12-e810-4f85-8ae7-00bcb72fc941,2025-05-05,5,"Best for Productivity-focused users, Microsoft ecosystem adopters",135.0.3179.85,android-all,en,English,
8e1c58f8-4da2-49ac-a858-954f8aee9f54,2025-05-05,5,Microsoft Edge:Copiloto lnt,,android-all,en,English,
8e39f581-6720-4d32-926a-4c57a918624b,2025-05-05,5,"Edge with A.I, well done.Great so far.",134.0.3124.77,android-all,en,English,
8e6b5eda-03fb-4380-8994-d2bcd916de97,2025-05-05,5,wow look so great,135.0.3179.72,android-all,en,English,
983125c5-e035-4a47-b89e-59bf53a7e2cc,2025-05-05,5,"Vim editar minha classificação depois de 5 anos. Por que agora o navegador Microsoft Edeg é o melhor na minha opinião, tanto em dispositivos móveis como no PC, em todos os sentidos. Suas novas funções superaram as minhas espectativas em um navegador. Parabéns Microsoft! Hoje eu #amo-o-edeg!",135.0.3179.98,android-all,pt,Portuguese,
9a5c7a17-1d9a-4a8e-a078-ad4d904ab16c,2025-05-05,5,ok,,android-all,en,English,
9d5be20a-0a5d-41c4-93e0-424c42ca87fd,2025-05-05,4,"Es el mejor navegador, del mundo y a parte esta el acceso directo a copilot 😻😻",135.0.3179.85,android-all,es,Spanish,
9e1e86e7-e0ac-429b-aed8-08598bc0f160,2025-05-05,5,Nice App.,129.0.2792.65,android-all,en,English,
9e391809-4ac9-4765-97ad-871b665e79eb,2025-05-05,5,it's a great app especially on PC and if u need a Xbox gift cards this app helps u with it and this app can find u anything you need and imagine,,android-all,en,English,
a2d96444-f82f-420e-9626-38f4bdb5a33a,2025-05-05,5,ok,135.0.3179.85,android-all,en,English,
a38852a1-5efa-4d75-8000-f88db1ad9753,2025-05-05,3,CAN'T GET PURCHASE ACCEPTED,,android-all,en,English,
b31fa35e-923e-499f-b11d-09fc66e55216,2025-05-05,5,muy buena aplicación ojalá que fuera un poco más potente que Google broswer,135.0.3179.98,android-all,es,Spanish,
bf8e8548-c8df-4f68-a63b-afbee8dcf6ae,2025-05-05,1,ee não e bom não consigui fazer o login,135.0.3179.85,android-all,pt,Portuguese,
c0813ca9-24ab-442b-8f21-9757333f1f51,2025-05-05,5,cool app,,android-all,en,English,
c094c76e-713f-4fbe-ac36-0d6747d4fa46,2025-05-05,5,Spännande en plats där det händer saker.,,android-all,sv,Swedish,
c3cb1973-9f06-42cb-8cc3-58ce177f5452,2025-05-05,1,Total experience is very bad because I am regular user Microsoft edge but extremely disappointed that Microsoft has stopped offering 500 and 1000 gift card amazon and flipkart voucher in app.No useful reward are available in app.I'll no choice so stop using bing and other Microsoft app and switch to Google.As soon as possible solve all Indian user problem......🥺🥺😭😭,,android-all,en,English,
c9cb99f9-817b-4f36-957f-1eb0bceb916f,2025-05-05,5,excellent service,135.0.3179.85,android-all,en,English,
ca74a907-8c8d-4370-9cf6-6a5cfec29a61,2025-05-05,5,👍,,android-all,en,English,
cf5d0b7e-c5d8-4091-bd3a-4ac894cd8b6c,2025-05-05,5,cada día está más completo,135.0.3179.85,android-all,es,Spanish,
d505ccff-1544-4aca-966b-658f622f3f73,2025-05-05,5,good,135.0.3179.85,android-all,en,English,
d595e0ba-8cf7-4dab-8fc7-b67facd34058,2025-05-05,5,Very good,135.0.3179.85,android-all,en,English,
d603fb79-eec6-400f-a81a-142b16bfaf25,2025-05-05,5,"Melhor navegador disponivel, YouTube sem anúncios e em segundo plano, IA interativa e muito mais. a Microsoft esta de parabéns.",134.0.3124.57,android-all,pt,Portuguese,
dabcc229-50e9-4214-ae7f-182cf61661b8,2025-05-05,3,No ublock origin extension support .,,android-all,en,English,
db6806da-ccd9-4207-928f-4007779f4edc,2025-05-05,4,práctico,135.0.3179.85,android-all,es,Spanish,
de39ac5f-a002-4107-b539-28cee4ecdbd1,2025-05-05,4,"Microsoft Edge for Android offers a strong alternative to Chrome, featuring seamless syncing, solid performance, and several unique tools, though it still has room for improvement in UI design and functionality.",135.0.3179.98,android-all,en,English,
e8b69edc-2ac8-4fa9-ae75-d0d8d4e7bb7e,2025-05-05,5,This app is very good and I have learned a lot from this app I'm interested..!,135.0.3179.85,android-all,en,English,
ef049a08-002f-45ad-b6b7-58df3e561b83,2025-05-05,3,incognito,135.0.3179.85,android-all,de,German,
f64b3d22-b597-4abf-a3a2-782d59872065,2025-05-05,5,ดีมาก,135.0.3179.85,android-all,th,Thai,
f6c1d6f7-b2b4-4b56-8c20-2c002480eb36,2025-05-05,2,Update: Bug seit 20.04.25 wieder da. Leider gibt es bei Klapphandys immer noch Probleme mit der Bedienung beim Wechsel der Bildschirmgröße (auf-/zuklappen). App muss dann immer beendet werden. Bug ist schon ein Jahr alt...,135.0.3179.85,android-all,de,German,
fbb854b6-269d-4c0d-b41f-d21b00143219,2025-05-05,5,Excellente,135.0.3179.85,android-all,it,Italian,
0ab5dbc2-d3da-4b08-ace4-0aaa8e4c8777,2025-05-04,5,excelente,,android-all,it,Italian,
0de7481f-40f9-42f4-8547-cdac29627f52,2025-05-04,5,"Funciona perfeitamente nesse meu Samsung antigo, é quase que inacreditável a Microsoft produzir um dos melhores navegadores tanto mobile quanto pra desktop.",135.0.3179.85,android-all,pt,Portuguese,
0f7b1c96-1a2b-45aa-9b85-4db48121d11f,2025-05-04,4,"Just needs to be able to use background play on YouTube and voila, it's the best browser available.",135.0.3179.85,android-all,en,English,
12d8a0ab-3dfe-41b2-abad-ea24926b589c,2025-05-04,1,Keine Add-ons zum Beispiel ublock original! Warum??? Vor fast 3 Jahren bewertet und noch immer kein ublock original vorhanden.,45.07.4.5057,android-all,de,German,
18c02363-2869-4ee2-be2b-ef1a9044dd11,2025-05-04,5,great,135.0.3179.85,android-all,en,English,
19e7b41b-9694-44fb-9788-c85970137af5,2025-05-04,5,great,135.0.3179.85,android-all,en,English,
1b63b0f8-cede-463f-ae1c-43493cf25f1c,2025-05-04,5,super,135.0.3179.85,android-all,en,English,
1c5fbbcb-acab-4418-b110-11e632123818,2025-05-04,5,better than chrome,135.0.3179.54,android-all,en,English,
20b3c564-304a-4b66-9556-5e126d02c8d0,2025-05-04,3,"Muito bom em vários aspectos retira as propagandas do YouTube porém não tem bloqueado propagandas de certos sites, não funciona em segundo plano e tem deixado a concorrência passar a frente por falta de recursos",120.0.2210.157,android-all,pt,Portuguese,
26404c29-a0e4-472b-baa7-d7c25e15ecf1,2025-05-04,5,"Mb the Best browser for Android. Hopefully they add option to move url bar to the bottom of the screen and fix the issue with cache .after sometimes of use, it eats alot of memory and need to clean cache manually every time.",135.0.3179.85,android-all,en,English,
2b4fbb31-4c3a-4298-8e27-fd491b1e841f,2025-05-04,1,"Пользователи, переходите на Firefox, вам же лучше будет",,android-all,ru,Russian,
343bf7da-aee5-4e58-9250-b4246f792ad7,2025-05-04,5,Merci pour le message,135.0.3179.85,android-all,fr,French,
3d881fcf-8431-4907-a8f5-6fbdc638ba5f,2025-05-04,4,Muy útil y práctico. Así que la recomiendo.,135.0.3179.98,android-all,es,Spanish,
3e4246e5-c6a6-41a2-8c7f-23f15c906b26,2025-05-04,5,Ok,,android-all,en,English,
3f3276b3-fc39-435c-a6c5-1610b47984aa,2025-05-04,3,asking me to update but says I am on the latest version in android,135.0.3179.85,android-all,en,English,
41daf5dc-c777-4388-8e28-fa94b166f54f,2025-05-04,5,Microsoft Edge is My Favorite,135.0.3179.98,android-all,en,English,
43b096d6-f3c3-48fc-8a06-5a3c2516c31d,2025-05-04,5,"хороший и быстрый браузер, стал после последних обновлений. в отличии от других популярных браузеров, которыми я пользовался, этот запускается на пк за секунды! на телефоне я не сравнивал, но вроде работает быстрее.",135.0.3179.85,android-all,ru,Russian,
50c54b10-a2e5-4b13-82af-cdba1fd9e7ae,2025-05-04,5,Excellent,135.0.3179.85,android-all,en,English,
530ce755-b2ec-4113-be90-c8fa2b1354aa,2025-05-04,3,I can't log in to my Microsoft account because the app won't Recognise the pin function for Android 14 and 15 versions some kind of key error. And no way to use 1-time Auth-codes .,135.0.3179.85,android-all,en,English,
53bdbda2-59d2-40e0-a981-7aa70e974ff0,2025-05-04,5,good,,android-all,en,English,
56a89ba5-1445-48f4-96d2-0ff41a410025,2025-05-04,5,exelente y muy práctica,135.0.3179.85,android-all,es,Spanish,
57e676c4-bd49-4ebe-962f-713703eb0141,2025-05-04,5,android端末のブックマークをモバイルではない通常側に置けるとうれしいのですが。折角アカウント間で同期とれるのですから。,135.0.3179.85,android-all,ja,Japanese,
59a1be91-62fb-408a-8279-3c8fd616ce7f,2025-05-04,5,It's not google,135.0.3179.85,android-all,en,English,
59abb429-18ad-41b4-b5e0-9d211eee345b,2025-05-04,5,seamless user experience,135.0.3179.85,android-all,en,English,
5d4a1c5f-5df1-44d7-9de7-e39a89bf5dfa,2025-05-04,4,Прогресс на лицо. Но столько лет так и нет выбора загрузок на внешний носитель,135.0.3179.85,android-all,ru,Russian,
64b56357-edcf-49b8-8628-7d92792465f3,2025-05-04,5,copilod,,android-all,ca,Catalan Valencian,
6980912e-12ff-4073-8bb0-47b0abfa9455,2025-05-04,5,Super,135.0.3179.85,android-all,en,English,
6b179aea-f9c3-454b-b5ec-0dd12245effa,2025-05-04,1,"Lost ALL the opened tabs just by resizing the window and NO way to recover them!!!!! Enough, this time I'll switch to another browser for good.",135.0.3179.98,android-all,en,English,
6e381661-ba34-4d02-922f-81d89ee15446,2025-05-04,5,genial 😁,135.0.3179.85,android-all,en,English,
7916c3db-7e37-4b93-8630-c280fc13d4a9,2025-05-04,5,soul stirring,132.0.2957.129,android-all,en,English,
7a6ef453-27ba-489e-b305-453b1ff02d8f,2025-05-04,5,"Очень быстро открывает страницы, которые в других браузерах тормозят.",135.0.3179.98,android-all,ru,Russian,
825ead25-4719-46b8-96fd-010c40f12ab0,2025-05-04,5,"läuft eins A , kann ich nur weiter empfehlen 😁",135.0.3179.85,android-all,de,German,
84b4da44-76b4-4ad6-a668-0bc76edd3bd4,2025-05-04,3,"поважні розробники , зробіть будь ласка розширення та додатки з vpn та блокувальники реклами , розширення browsec , та блокування в youtube , за мало , додайте ще щось , зайшов в магазин додатків , дуже замало . Додайте ще щось щоб був кращім з кращіх",135.0.3179.85,android-all,uk,Ukrainian,
8b5649e3-fc84-4b5f-bf15-97a58ab5c893,2025-05-04,4,I like Edge More than Google.,135.0.3179.85,android-all,en,English,
907253cd-e726-4ee5-9348-6dc6bea17c10,2025-05-04,1,更新后PDF文件只能打开，无法下载,135.0.3179.85,android-all,zh,Chinese,
